striker,format,cluster,average,strike_rate,boundary_pct,dot_pct,runs,player_score
Umaima Sohail,T20I,5,11.54,82.87,7.55,50.46,450,2433.7
PL Harris,Test,1,10.98,33.89,3.77,82.76,450,1201.3
BJ Bennett,Test,1,30.0,72.35,12.06,69.94,450,3002.2
GC Bhogle,T20I,5,26.41,94.53,10.11,47.37,449,3367.9
Naved-ul-Hasan,ODI,5,17.96,88.04,8.82,51.57,449,2814.9
CJ Green,CPL,0,12.83,132.45,14.75,31.56,449,3920.5
R Shepherd,ODI,0,16.63,104.91,13.32,49.77,449,3325.1
BA King,Test,1,28.0,56.14,9.02,75.69,448,2498.3
Ahsan Ali,PSL,2,26.35,132.54,18.64,36.69,448,4614.7
Chaya Mughal,T20I,5,14.45,79.43,6.56,46.45,448,2486.0
JP Kotze,ODI,5,17.92,66.67,7.44,63.54,448,2253.5
MR Adair,ODI,0,19.48,109.27,13.41,48.05,448,3522.9
TR Ambrose,Test,1,29.8,46.42,6.13,77.99,447,2237.9
Shoaib Khan,T20I,0,15.96,107.19,13.67,47.48,447,3387.3
HB Dickson,T20I,2,26.24,143.41,21.86,38.91,446,4944.2
CT Bancroft,Test,1,29.73,42.8,6.05,80.42,446,2179.6
JL Denly,ODI,6,37.17,70.91,7.95,59.94,446,3119.4
A Merritt,T20I,0,27.81,116.49,14.14,38.48,445,4120.5
P Useni,T20I,0,13.91,143.55,17.1,40.97,445,4136.8
P Mapotsane,T20I,5,15.89,81.8,8.82,55.7,445,2591.0
T Parima,T20I,0,23.42,127.14,18.0,46.86,445,4241.4
D Gumyusenge,T20I,5,15.89,101.14,12.27,50.68,445,3161.3
Ghulam Shabber,ODI,1,22.2,63.88,6.62,64.32,444,2308.8
AJ Blackwell,T20I,5,23.37,90.43,6.11,34.83,444,3108.7
AR Nurse,CPL,0,17.76,115.93,13.05,43.08,444,3597.3
BJ Curran,ODI,7,74.0,79.0,8.19,55.34,444,4694.3
JM Davison,ODI,0,31.64,114.47,16.8,51.68,443,4224.5
Aziz Mohammad,T20I,2,27.69,133.43,21.08,46.99,443,4692.1
Mohammad Ahnaff,T20I,0,27.69,113.88,13.88,43.96,443,3983.8
M Levitt,ODI,6,26.06,83.9,12.69,65.34,443,3121.5
Umar Gul,ODI,5,9.61,70.16,7.62,61.9,442,2024.8
MW Short,ODI,5,22.1,86.16,10.72,55.56,442,3012.7
Saud Islam,T20I,0,26.0,106.51,12.29,43.86,442,3713.4
P Litchfield,WPL,2,26.0,133.53,20.54,42.3,442,4660.9
JJ Bazley,BBL,0,14.26,129.62,14.96,37.54,442,3862.4
W Hornero-Garcia,T20I,5,20.09,92.66,9.64,49.69,442,3039.4
SSJ Brooks,Test,1,19.22,42.46,5.86,80.4,442,1767.4
Hussain Talat,T20I,0,22.05,113.95,11.89,35.14,441,3766.3
S Dharnidharka,T20I,5,12.97,85.3,8.32,47.97,441,2606.6
Sidra Nawaz,ODI,1,10.26,52.75,4.55,65.31,441,1553.9
Khaled Mashud,Test,1,15.21,35.08,3.26,80.51,441,1341.1
JM Vince,T20I,0,25.94,128.57,16.62,37.9,441,4391.2
A Mhatre,IPL,2,36.75,183.75,30.83,32.92,441,6474.0
GSNFG Jayasuriya,ODI,6,31.43,81.03,7.37,51.38,440,3127.4
NR Sciver,Test,1,40.0,51.28,6.53,71.91,440,2713.6
NP Kenjige,ODI,5,16.92,69.18,5.5,55.82,440,2230.6
OE Robinson,Test,1,14.67,57.14,7.14,71.69,440,1885.7
Nurul Hasan,Test,1,20.95,63.4,8.93,71.9,440,2327.5
H Hameed,Test,1,23.11,32.02,3.79,82.49,439,1629.9
Hassan Nawaz,T20I,2,21.95,152.96,19.51,39.02,439,4756.7
D Pretorius,CPL,0,19.09,132.63,15.11,35.95,439,4117.6
MJ North,BBL,0,29.27,111.7,11.7,38.93,439,3938.7
Arun Yadav,T20I,2,39.82,152.08,22.22,36.81,438,5626.6
A Johnson,ODI,0,21.9,98.87,17.16,66.14,438,3459.3
Mahedi Hasan,T20I,0,12.88,102.58,11.24,44.73,438,3083.8
Habib Khan,T20I,0,20.81,121.73,16.43,46.24,437,3971.4
Mohammad Nawaz,PSL,0,16.81,122.41,15.97,39.78,437,3892.4
S Mosweu,T20I,0,19.86,96.26,14.76,55.07,437,3344.5
J Charles,PSL,2,29.0,153.71,22.61,33.57,435,5315.4
M Campopiano,T20I,0,22.89,125.0,14.94,39.66,435,4089.2
KP Navgire,WPL,2,14.03,134.67,21.98,50.46,435,4206.3
BYA Mendis,T20I,5,12.79,92.16,13.35,54.45,435,2937.0
H Hiri,ODI,1,14.5,55.27,4.45,65.69,435,1734.9
MG Bracewell,T20I,0,22.84,134.37,16.41,36.22,434,4364.4
V Krishnamurthy,T20I,0,18.87,105.6,11.19,40.63,434,3405.0
UT Yadav,Test,1,10.85,50.35,7.19,78.07,434,1650.6
A Sharafu,ODI,5,16.65,72.29,8.85,61.6,433,2403.4
C Magaia,T20I,5,13.97,83.75,10.25,55.71,433,2639.5
Nain Abidi,T20I,5,16.04,73.39,4.92,49.83,433,2301.9
Sheraz Sheikh,T20I,0,18.83,114.55,15.34,51.32,433,3651.6
Zahir Mohammed,T20I,0,14.9,138.02,19.81,44.73,432,4222.2
Muhammad Naeem,PSL,2,22.74,162.41,25.94,42.48,432,5295.7
DS Bajwa,T20I,0,28.8,127.43,16.52,41.0,432,4430.3
Ilenia Sims,T20I,5,23.89,90.91,6.98,39.75,430,3120.5
G Burrows,T20I,0,33.08,118.13,12.64,37.64,430,4250.6
Pargat Singh,T20I,0,19.55,118.13,14.56,44.51,430,3773.1
A Balbirnie,Test,1,19.5,50.12,6.19,73.95,429,1904.4
DT Tiripano,Test,1,20.43,31.99,4.1,84.12,429,1548.1
Murshida Khatun,ODI,1,17.16,57.28,7.61,70.36,429,2010.7
Younis Khan,T20I,0,22.53,125.51,12.61,32.84,428,4023.8
A Ndiraya,ODI,6,28.53,70.86,6.62,55.13,428,2772.0
RN ten Doeschate,T20I,3,42.8,136.31,12.1,25.48,428,5005.1
AJ Healy,WPL,2,26.75,130.49,22.87,45.12,428,4759.8
E Chigumbura,Test,1,22.53,55.58,6.49,70.52,428,2113.7
CG Williams,ODI,6,32.85,78.64,8.47,55.43,427,3161.0
S Jimmy,T20I,5,16.42,87.5,9.43,52.25,427,2777.3
Yasir Hameed,Test,1,20.29,55.91,9.32,76.51,426,2222.6
JE Cameron,ODI,6,32.77,80.38,10.75,58.87,426,3284.8
RS Primus,CPL,0,20.29,122.06,14.04,39.83,426,3887.1
NR Sciver-Brunt,Test,6,42.6,66.15,9.32,67.39,426,3238.8
Washington Sundar,ODI,5,21.3,81.92,7.88,50.96,426,2797.8
Rahmanullah Gurbaz,CPL,2,28.4,158.36,21.93,38.29,426,5243.3
NM Hauritz,Test,1,26.62,49.88,6.21,74.36,426,2168.9
PK Matautaava,T20I,0,19.36,119.66,14.33,44.94,426,3765.2
MN van Wyk,ODI,1,23.61,68.88,8.43,64.67,425,2543.9
Khushdil Shah,T20I,0,17.71,105.2,11.39,43.07,425,3333.0
B Biza,ODI,6,28.33,67.25,7.44,60.76,425,2688.2
Aftab Ahmed,Test,1,22.37,47.54,6.04,77.4,425,1965.6
A Donovan,T20I,2,38.64,137.99,17.21,36.04,425,5061.8
G Motie,ODI,5,19.32,91.99,12.77,59.09,425,3073.1
TL Seifert,PSL,2,26.5,141.33,22.33,37.67,424,4970.8
Sameer Rizvi,IPL,2,30.29,144.71,19.11,36.86,424,4956.8
SC Taylor,Test,7,60.57,37.39,4.41,79.72,424,3148.3
CJ Jordan,T20I,0,13.68,131.68,15.53,37.89,424,3899.5
NLTC Perera,IPL,0,17.67,137.22,15.86,36.25,424,4171.5
Rinitha Rajith,T20I,0,13.65,109.3,14.99,44.19,423,3461.4
ZM Tribe,T20I,0,22.26,106.55,11.34,40.81,423,3551.1
R Bakum,T20I,0,15.11,104.44,11.36,48.15,423,3150.1
E Wachira,T20I,5,12.82,73.44,5.9,52.6,423,2206.1
SA Asnodkar,IPL,0,22.26,124.78,19.47,43.95,423,4301.4
S Thakor,T20I,0,13.22,137.34,20.13,41.56,423,4215.0
SR Watson,CPL,2,32.54,146.37,17.99,33.22,423,5041.4
Gull Feroza,ODI,6,42.2,98.83,13.11,46.37,422,4230.0
N Navaika,T20I,5,16.23,67.85,5.79,56.59,422,2191.9
AN Kelly,ODI,5,15.63,66.56,5.68,56.15,422,2150.4
M Kaif,Test,1,42.1,45.37,4.85,75.75,421,2595.4
S Prasanna,ODI,5,13.16,95.46,12.47,58.5,421,2878.1
S Ecclestone,ODI,5,11.69,72.71,7.25,55.44,421,2202.7
SMA Priyanjan,ODI,5,24.71,80.46,9.58,54.79,420,2963.1
CNIM Joyce,T20I,5,16.76,82.16,8.43,52.75,419,2640.9
J Goswami,ODI,5,15.52,74.56,8.54,58.36,419,2416.0
L Winfield,T20I,0,26.19,124.33,16.62,36.5,419,4358.4
A Mokgotlhe,T20I,5,14.45,99.52,12.35,51.07,419,3080.7
T Shadrack,T20I,5,11.94,60.4,2.46,58.96,418,1671.1
CK Kapugedera,Test,1,34.83,53.18,7.0,73.66,418,2574.1
N Mugabe,T20I,0,24.59,104.76,12.53,47.12,418,3602.0
AJ Blackwell,Test,1,29.79,33.96,3.5,82.0,417,1884.7
JL Pattinson,Test,1,26.06,42.95,5.25,79.2,417,1986.3
LV Boas,T20I,5,11.91,90.85,10.68,51.42,417,2748.4
C Campher,Test,1,24.53,39.71,5.9,80.76,417,1927.3
L Canessane,T20I,0,15.44,115.51,13.3,39.61,417,3566.7
T Tshose,T20I,0,12.64,112.7,11.62,46.76,417,3208.5
JR Hopes,IPL,2,24.53,136.27,19.61,36.27,417,4664.3
MW Short,T20I,2,20.8,150.18,21.66,38.63,416,4820.4
Milind Kumar,T20I,0,29.71,108.05,8.83,30.39,416,3831.7
Isa Zaroo,T20I,2,23.11,132.91,19.49,42.81,416,4462.8
AGS Gous,ODI,6,34.58,87.37,11.37,57.26,415,3512.5
MV Waldron,T20I,5,11.22,79.81,7.31,48.27,415,2389.2
PR Stirling,Test,1,25.94,63.85,8.92,70.62,415,2516.5
L Ronchi,CPL,2,29.64,143.1,18.97,36.9,415,4898.8
S Sriharsha,T20I,5,21.84,93.89,9.05,45.48,415,3138.9
P Mishra,T20I,0,14.28,112.81,15.26,53.41,414,3418.7
E Sandy,T20I,5,12.18,83.98,9.13,52.74,414,2540.5
R Rohan,T20I,0,15.33,99.04,13.16,50.96,414,3161.9
Namgay Thinley,T20I,0,14.28,104.81,12.41,49.11,414,3179.1
T Webster,CPL,0,20.7,107.53,15.32,51.17,414,3622.2
H Kerr,BBL,0,17.21,124.4,11.14,31.93,413,3721.6
R Ravindra,IPL,2,25.81,143.9,19.51,33.1,413,4856.2
PW Borren,ODI,6,31.77,89.98,10.89,52.51,413,3478.9
Imran Ali Butt,T20I,0,21.74,99.04,11.75,47.48,413,3357.8
Khushi Sharma,T20I,5,12.15,79.12,5.56,45.98,413,2330.3
P Silas,T20I,0,16.52,103.77,9.05,40.45,413,3148.2
HJ Manenti,T20I,0,21.68,113.5,12.67,39.39,412,3733.1
G Wareham,WPL,2,25.75,139.66,17.63,27.8,412,4745.3
OF Smith,CPL,0,18.73,130.38,18.67,50.0,412,4105.4
FC Wilson,ODI,0,27.47,94.5,9.86,43.35,412,3442.5
B Cooper,T20I,5,12.09,84.22,10.04,56.15,411,2551.9
M Kapp,WPL,0,27.4,123.8,16.87,39.16,411,4373.8
JP Kaltapau,T20I,5,22.83,96.03,8.18,44.16,411,3166.0
Shaheen Shah Afridi,PSL,0,11.71,130.57,17.2,46.82,410,3791.9
LJ Evans,CPL,2,27.33,125.77,18.71,44.17,410,4449.5
L Scott,BBL,2,34.17,136.67,16.0,32.67,410,4841.0
M Shumba,T20I,0,20.5,109.63,10.7,38.77,410,3512.4
Mehedi Hasan Miraz,T20I,0,15.77,116.48,13.07,38.07,410,3598.1
J Botha,IPL,0,18.59,113.93,12.26,37.05,409,3628.9
A Athanaze,CPL,0,24.06,106.51,11.98,43.49,409,3620.3
T Kelly,BBL,0,21.53,118.21,10.69,33.53,409,3744.2
S Forbes,ODI,1,21.47,57.87,6.1,66.38,408,2128.5
CD Cumming,Test,1,29.14,36.62,5.03,81.15,408,1997.9
Avishka Iroshan,T20I,0,29.14,112.09,13.74,42.31,408,4022.3
RTM Mendis,Test,1,16.32,43.92,4.63,75.57,408,1591.9
FDW McCreath,ODI,6,29.14,70.59,6.57,55.19,408,2783.9
Faheem Ashraf,ODI,5,15.69,85.53,10.27,56.6,408,2713.6
Hasan Ali,Test,1,11.97,68.98,9.83,73.39,407,2123.3
WU Tharanga,T20I,0,16.28,123.33,16.36,44.85,407,3834.4
CM McBride,ODI,5,22.61,71.91,9.36,62.37,407,2640.7
Nahida Khan,T20I,5,13.13,76.07,8.04,54.02,407,2374.2
RD Shah,ODI,1,29.07,63.99,8.02,67.3,407,2613.2
LE Kaushalya,ODI,5,16.96,70.54,8.67,61.35,407,2378.3
V Ooko,T20I,5,13.13,80.43,9.09,53.16,407,2517.1
A Kirschbaum,T20I,5,17.65,98.78,9.0,44.04,406,3065.6
G Wareham,T20I,2,16.92,142.96,20.77,31.69,406,4612.9
Simi Singh,ODI,6,29.0,82.02,8.08,48.48,406,3133.7
A Athanaze,ODI,5,23.82,77.14,10.48,62.29,405,2834.2
DM Bravo,T20I,0,22.5,106.86,12.14,42.48,405,3591.1
AK Mohan,T20I,5,19.29,100.25,10.89,49.01,405,3202.3
Zubair Ali,T20I,3,36.82,123.85,14.98,38.84,405,4605.4
LR Shukla,IPL,0,13.97,115.71,14.0,41.14,405,3537.3
A Capsey,WPL,2,28.93,133.66,21.12,41.91,405,4811.3
BJ Haddin,T20I,0,16.83,114.77,12.22,39.2,404,3540.4
RJ Peterson,Test,6,26.87,74.63,10.37,65.0,403,2867.4
IMHC Joyce,T20I,5,17.52,84.66,8.4,48.53,403,2760.0
LR Johnson,Test,1,25.19,48.44,6.73,77.4,403,2126.5
S Rana,ODI,5,19.19,89.56,10.44,49.11,403,3018.4
Rashid Khan,BBL,2,11.85,150.37,20.52,37.31,403,4428.3
Talha Khan,T20I,5,21.21,100.0,10.17,45.91,403,3266.9
AJ Hose,BBL,0,23.65,129.68,14.52,34.84,402,4218.6
DB Sharma,Test,1,44.67,44.37,5.74,75.5,402,2734.3
AL Menaria,IPL,0,18.23,112.64,11.8,39.33,401,3533.0
RT Ponting,T20I,2,28.64,132.78,17.55,36.09,401,4632.7
Shahid Afridi,Test,2,36.45,114.57,18.29,55.43,401,4445.8
K Rabada,ODI,5,15.42,79.09,8.28,55.03,401,2502.7
N Joshi,T20I,0,16.71,101.26,10.35,42.93,401,3169.9
Vikramjit Singh,T20I,0,14.81,112.99,14.12,47.74,400,3444.0
HH Gibbs,T20I,0,18.18,125.79,17.92,43.71,400,4059.1
S Desungnoen,T20I,5,12.47,82.27,9.48,55.88,399,2503.8
K Oala,T20I,0,23.47,116.67,18.71,52.63,399,4055.9
Sohail Tanvir,ODI,5,14.78,87.12,10.92,52.62,399,2800.4
S Solman,T20I,5,22.11,87.47,7.69,46.81,398,2947.6
A Zampa,ODI,5,10.21,64.4,5.83,61.0,398,1854.3
AJ Stewart,ODI,6,33.17,73.03,6.06,53.21,398,2961.7
Ahmed Faiz Mohammad Noor,T20I,0,23.35,115.74,13.7,37.03,397,3927.0
KN Chaddha,T20I,0,30.46,110.31,12.53,40.39,396,3992.1
R Stokell,ODI,5,18.86,66.0,5.67,58.83,396,2220.9
Nithish Kumar Reddy,Test,1,26.4,57.31,7.24,72.36,396,2328.0
G Gune,T20I,0,22.0,120.36,13.98,39.82,396,3919.2
Anamul Haque,T20I,0,23.29,113.79,15.23,44.83,396,3888.1
Ali Naseer,ODI,0,26.4,101.54,13.33,53.33,396,3586.5
V Shukla,T20I,2,22.0,142.96,18.05,28.88,396,4660.7
Abdur Rehman,Test,1,14.11,42.43,6.02,80.67,395,1579.0
T Mishra,ODI,6,32.92,71.3,6.68,54.87,395,2945.5
T Zangmo,T20I,5,13.17,64.12,4.55,57.79,395,1921.4
S van Zyl,Test,1,26.33,50.77,7.58,75.71,395,2257.1
D Suzuki,T20I,0,14.11,101.54,11.05,44.22,395,3103.6
Shan Masood,T20I,0,30.38,121.91,11.42,31.17,395,4207.7
CM Carroll,T20I,2,79.0,198.49,30.15,28.14,395,8119.8
A Randhawa,T20I,5,15.19,87.58,7.76,47.23,395,2687.9
AB Barath,ODI,1,28.14,64.38,7.52,65.36,394,2576.1
ASS Fletcher,ODI,5,10.94,70.74,7.18,56.37,394,2125.2
MV Boucher,IPL,0,26.27,127.51,14.56,34.63,394,4291.1
Faisal Mubashir,T20I,6,39.4,100.25,9.41,37.66,394,4018.3
MW Machan,ODI,6,32.75,81.2,8.26,54.55,393,3186.2
D Wulandari,T20I,5,23.12,82.91,7.17,48.73,393,2859.3
Anshuman Rath,ODI,6,32.75,74.57,7.4,54.84,393,3032.7
Suraj Kumar,ODI,6,30.15,76.71,7.24,54.4,392,2960.4
BI Dilruksha,T20I,0,21.78,106.52,14.67,49.18,392,3630.4
S Nadigotla,T20I,0,15.08,111.68,12.54,39.03,392,3453.8
E Beukes,T20I,0,24.5,127.69,15.64,40.39,392,4216.7
Ahmed Raza,ODI,5,13.03,62.06,5.71,62.7,391,1894.2
Nauman Ali,Test,1,15.64,45.89,6.22,79.11,391,1697.2
KMDN Kulasekara,Test,1,15.04,42.27,5.95,80.76,391,1606.4
PA de Silva,ODI,6,30.0,82.28,8.65,52.74,390,3149.5
NV Knight,ODI,6,32.5,73.03,6.18,54.68,390,2922.4
CA Pujara,IPL,0,21.67,99.74,13.81,47.83,390,3493.8
OB Nightingale,T20I,0,25.93,111.78,9.2,33.91,389,3712.1
F Utagushimaninde,T20I,0,25.93,111.46,14.9,46.42,389,3909.0
Usman Khalid,T20I,0,21.61,113.41,13.12,39.94,389,3748.0
DN Wellalage,ODI,5,19.45,81.38,8.16,52.93,389,2705.9
W Miyauchi,T20I,5,18.52,97.49,8.77,40.1,389,3118.7
S Muthusamy,Test,7,55.43,47.84,4.69,73.49,388,3113.9
AJ Doolan,BBL,0,20.42,109.92,12.75,41.36,388,3609.8
Abdul Razzaq,T20I,0,21.56,119.75,12.96,41.36,388,3803.0
Azhar Mahmood,IPL,0,20.42,128.05,17.16,38.28,388,4199.6
Sharjeel Khan,T20I,2,22.82,134.26,22.49,48.79,388,4581.0
J Blackwood,CPL,5,16.12,91.49,9.46,50.83,387,2837.8
R Pathan,T20I,2,48.38,157.96,23.67,34.69,387,6148.6
JK Vifah,T20I,0,15.48,108.4,12.89,47.9,387,3319.2
AJ Hall,ODI,5,19.35,85.81,7.98,48.34,387,2816.9
I Kaia,ODI,1,20.37,62.82,6.01,62.82,387,2197.7
Aryan Lakra,ODI,1,24.19,57.93,5.84,65.57,387,2222.4
V Sehwag,T20I,2,25.73,147.89,22.22,39.46,386,4994.4
EP Gulbis,BBL,0,15.44,128.24,15.28,36.21,386,3919.4
Muhammad Haziq Aiman,T20I,2,22.71,156.28,25.1,46.56,386,5088.3
MA Jones,ODI,5,25.67,67.31,6.82,59.97,385,2553.2
AWJ Auguste,CPL,0,21.39,133.22,17.65,38.06,385,4343.1
J Fraser-McGurk,IPL,2,27.5,199.48,35.75,42.49,385,5982.0
S Ivetic,T20I,6,38.4,96.48,9.8,47.49,384,3812.5
F Overdijk,T20I,5,10.11,81.53,6.79,46.71,384,2354.5
M Simpson-Parker,T20I,0,25.53,121.59,13.65,40.63,383,4033.1
G Singh,T20I,0,22.53,106.98,11.45,43.58,383,3528.9
JL Smith,ODI,0,22.53,114.33,17.91,53.13,383,3925.2
Naeem Islam,Test,1,42.56,38.53,5.23,80.58,383,2537.3
RL Haynes,Test,1,31.92,39.85,5.31,78.98,383,2161.9
SJ McGlashan,T20I,0,25.53,111.01,10.43,38.26,383,3705.4
MR Adair,Test,1,31.83,68.71,10.25,68.53,382,2909.6
Mohammad Ashraful,T20I,2,20.11,137.41,18.71,35.97,382,4453.4
AM Tribe,T20I,0,23.88,116.46,13.11,39.33,382,3882.4
Hazratullah,PSL,2,31.83,152.8,25.2,41.2,382,5464.6
CS Baugh,ODI,5,19.1,69.08,6.15,56.42,382,2337.0
T Munyonga,T20I,0,14.15,104.95,10.16,39.56,382,3157.8
S Kolcharam,T20I,0,20.11,105.82,12.47,44.88,382,3471.3
S Joseph,Test,5,16.61,93.86,14.25,62.9,382,3035.2
A Mishra,IPL,5,12.29,90.93,8.59,42.24,381,2750.2
Iqbal Hossain,T20I,2,27.21,167.84,27.75,49.34,381,5553.8
Sompal Kami,T20I,0,11.55,112.72,12.43,45.56,381,3233.6
SPD Smith,PSL,2,34.55,161.7,24.26,30.21,380,5784.2
A Patmore,T20I,5,15.83,87.96,8.33,45.6,380,2776.2
MDKJ Perera,PSL,2,42.22,155.74,20.49,26.23,380,5794.6
CN Ackermann,ODI,5,25.33,74.66,7.86,55.8,380,2770.7
J Da Silva,CPL,0,25.33,104.4,10.99,40.66,380,3608.7
S Gooch,T20I,0,23.75,101.6,11.76,48.93,380,3443.7
JS Patel,Test,1,14.04,54.77,6.79,73.27,379,1796.7
D Ajekun,T20I,5,12.23,74.17,6.65,55.38,379,2197.8
J Gumbie,ODI,1,25.27,66.84,7.58,62.96,379,2538.7
SM Katich,BBL,0,27.07,128.47,15.25,33.22,379,4398.4
XM Marshall,ODI,1,15.16,56.99,6.77,69.32,379,1877.9
D Heyliger,T20I,2,25.27,164.07,21.65,31.17,379,5281.3
KR Mayers,IPL,2,29.15,144.11,22.81,47.15,379,4998.6
J Coetzee,T20I,0,23.62,108.31,10.89,39.54,378,3607.9
WIA Fernando,T20I,5,10.77,91.73,8.76,45.01,377,2675.5
B Biza,T20I,5,15.08,93.09,10.62,49.63,377,2914.0
SE Gotch,BBL,0,17.14,102.45,8.97,38.32,377,3172.8
SN Thakur,Test,1,18.85,59.84,8.73,72.22,377,2176.5
Hasan Ali,ODI,0,13.46,115.29,15.6,51.07,377,3473.0
S Movva,T20I,0,19.79,106.82,10.51,38.92,376,3426.8
Ehsan Khan,T20I,0,12.53,107.43,10.29,38.86,376,3149.2
M Kapp,Test,7,62.67,63.09,10.07,72.15,376,3954.1
Shahzaib Jamil,T20I,0,23.44,135.87,16.3,37.32,375,4375.9
AA Alleyne,T20I,5,11.72,90.14,9.86,49.04,375,2704.5
DB Ravi Teja,IPL,0,18.75,118.3,13.88,36.59,375,3805.0
Shahreeennawab,T20I,5,13.89,66.73,6.76,54.98,375,2169.2
Asif Ali,ODI,0,25.0,121.75,13.64,39.94,375,4023.5
AM Rahane,T20I,0,20.83,113.29,11.48,35.05,375,3675.5
Hisham Sheikh,T20I,5,19.74,91.46,5.61,36.59,375,2918.1
NT Ellis,BBL,0,12.1,128.42,15.41,34.93,375,3821.9
SA Abbott,ODI,5,19.68,96.39,11.6,53.09,374,3147.8
Adnan Idrees,T20I,2,13.36,133.1,22.42,50.53,374,4178.5
YH Bhatia,T20I,0,19.68,100.81,14.56,49.6,374,3456.3
Saud Shakeel,ODI,6,28.77,85.39,9.36,50.0,374,3230.7
Esam Rahman,T20I,0,31.08,124.33,16.33,41.67,373,4441.6
Gaurav Tiwari,T20I,5,20.72,91.87,9.85,47.29,373,3090.0
TT Soe,T20I,5,11.66,78.03,7.11,51.05,373,2321.7
AA Onikoyi,T20I,5,15.5,87.94,8.98,51.54,372,2720.8
Kuldeep,T20I,2,37.1,164.89,25.33,38.67,371,5873.3
R Lutaaya,T20I,0,15.46,127.93,17.59,42.07,371,3983.9
SN Khan,Test,6,41.22,74.95,10.51,62.83,371,3445.5
TM McGrath,Test,1,33.73,49.73,6.7,74.8,371,2457.9
Maaz Khan,T20I,2,18.5,148.59,22.89,45.38,370,4690.7
KDK Vithanage,Test,1,26.43,76.45,10.95,66.32,370,2891.0
CH Gayle,PSL,2,23.12,136.53,19.56,46.49,370,4458.6
M Ntini,Test,1,10.0,43.58,6.12,80.57,370,1443.8
V Abuga,T20I,5,16.09,89.59,11.86,54.96,370,2908.7
CJ Boyce,BBL,0,11.56,117.46,13.97,41.59,370,3457.6
P Sharma,T20I,0,16.04,107.27,13.95,47.38,369,3399.9
KA Pollard,BBL,2,20.5,148.19,18.07,32.93,369,4616.5
M Louis,Test,1,18.45,41.14,4.91,79.15,369,1645.9
Ayesha Naseem,T20I,0,19.42,128.12,13.19,34.72,369,3946.4
S Wickramasekara,T20I,0,17.52,132.85,16.61,40.43,368,4087.1
IG Holland,ODI,5,26.29,77.47,6.32,50.95,368,2810.5
JP Greaves,CPL,0,26.29,115.0,15.31,41.25,368,4069.7
PJ Forrest,ODI,1,28.31,65.6,6.77,60.78,368,2611.0
S Ecclestone,T20I,0,15.33,132.85,16.25,36.1,368,4042.8
S Sohal,IPL,0,20.44,126.03,17.81,46.58,368,4094.0
DJ Hooda,T20I,2,30.67,147.2,18.8,30.8,368,5063.1
IKEG Artawan,T20I,5,10.22,89.32,11.17,56.55,368,2615.8
S Pradhan,T20I,5,15.29,89.73,11.0,51.83,367,2867.6
JM Kerr,ODI,0,11.84,107.94,13.53,44.41,367,3265.8
MS Sinclair,ODI,6,36.7,65.42,6.06,60.78,367,2875.6
Kyshona A Knight,T20I,5,11.84,73.25,6.59,51.7,367,2217.2
HER Tyler,T20I,0,14.68,117.25,15.97,47.28,367,3623.3
CK Jasmat,T20I,0,17.48,110.21,13.21,43.84,367,3495.6
US Hathinjar,T20I,0,17.43,107.96,14.75,48.97,366,3491.7
A van der Merwe,T20I,5,17.43,84.14,9.2,55.4,366,2699.0
J Overton,BBL,0,26.14,139.69,15.27,31.3,366,4546.1
B Shanti,T20I,5,12.62,70.38,7.12,56.54,366,2172.6
B Masaba,T20I,0,15.25,99.46,11.68,46.2,366,3126.8
MA Jones,T20I,2,26.14,138.64,19.32,38.64,366,4696.7
A Parima,T20I,0,19.26,116.19,16.19,50.16,366,3753.7
DW Steyn,ODI,5,9.36,64.95,7.83,66.9,365,1874.1
Pyae Phyo Wai,T20I,5,12.17,79.52,6.1,51.2,365,2290.8
Saad Bin Zafar,ODI,5,15.87,74.8,7.58,55.94,365,2395.0
P Negi,IPL,0,14.04,126.3,14.88,38.75,365,3773.8
PS Athavale,T20I,0,24.27,126.39,17.01,38.19,364,4308.6
Saim Ayub,Test,1,26.0,55.4,6.39,72.15,364,2225.0
NY McLean,T20I,5,19.16,95.04,10.44,51.44,364,3054.2
KM Dabengwa,ODI,5,19.16,59.28,4.23,60.75,364,2010.6
Manan Bashir,T20I,2,40.44,228.93,35.22,35.22,364,6568.0
Rahmanullah Gurbaz,IPL,2,21.35,134.94,20.82,49.07,363,4416.2
Mohammad Amir,ODI,5,17.29,81.76,9.01,56.31,363,2634.6
SP Narine,ODI,5,11.71,82.31,10.88,61.22,363,2487.5
Nasir Jamshed,T20I,0,21.35,113.44,14.37,44.38,363,3754.6
B Bhandari,T20I,0,16.5,121.4,15.05,43.81,363,3736.8
YS Chauhan,T20I,0,30.17,117.53,13.96,37.01,362,4220.0
BJ Bennett,ODI,6,32.91,91.18,12.59,55.42,362,3602.4
Mehboob Ali,T20I,2,24.13,178.33,32.02,47.29,362,5760.4
Raza Iqbal,T20I,0,18.1,115.65,15.65,43.77,362,3757.3
LL Dimba,T20I,5,17.19,83.95,10.7,53.49,361,2813.9
T Stubbs,ODI,6,36.1,88.26,6.36,43.77,361,3432.4
DT Johnston,ODI,5,18.05,78.65,7.63,55.12,361,2544.6
A Shreshta,T20I,0,21.24,100.0,10.8,45.71,361,3306.5
SG Mangela,T20I,0,25.79,116.45,11.61,34.19,361,3924.2
CB Wishart,ODI,5,25.79,73.37,8.94,61.38,361,2759.4
