bowler,format,recent_wkts,recent_econ,recent_avg,career_econ,career_avg,form_score,form_label
Mohammad Hasnain,PSL,5,9.425,43.0,9.01,25.14,77.0,Average
Mohammad Imran,PSL,3,8.65,50.0,9.2,42.64,95.8,Good
Mohammad Kamran,T20I,14,5.25,8.625,5.76,17.4,155.7,On Fire
Mohammad Khan Rafah,T20I,21,6.94,11.24,6.94,11.24,100.0,Good
Mohammad Mohsin,ODI,1,6.38,83.0,6.38,83.0,100.0,Good
Mohammad Mohsin,T20I,4,6.0,18.0,6.0,18.0,100.0,Good
Mohammad Nabi,CPL,7,6.15,11.43,5.91,17.03,122.5,On Fire
Mohammad Nabi,PSL,8,6.82,24.0,7.14,38.72,133.0,On Fire
Mohammad Nadeem,ODI,4,5.34,14.25,5.53,32.48,165.7,On Fire
Mohammad Nadeem,T20I,5,12.235,28.0,7.78,25.39,77.1,Average
Mohammad Nawaz,ODI,7,5.22,40.29,5.08,39.39,97.5,Good
Mohammad Nawaz,PSL,8,9.7,34.915,9.18,33.67,95.5,Good
Mohammad Nawaz,T20I,45,6.955,15.370000000000001,7.33,19.58,116.4,On Fire
Mohammad Saifuddin,ODI,1,3.38,31.0,5.93,29.02,134.5,On Fire
Mohammad Saifuddin,T20I,14,8.605,20.604999999999997,8.68,25.79,113.0,On Fire
Mohammad Waheed,T20I,4,9.620000000000001,25.625,9.83,29.5,108.7,Good
Mohammad Wasim,ODI,9,5.9350000000000005,31.535,5.57,25.33,87.1,Good
Mohammad Wasim,PSL,21,9.18,27.035000000000004,9.59,28.82,105.5,Good
Mohammad Wasim,T20I,8,9.51,21.265,8.34,19.35,89.3,Good
Mohammad Zeeshan,PSL,0,11.0,22.0,10.05,134.0,350.2,On Fire
Mohammed Al Balushi,T20I,0,15.5,31.0,15.5,31.0,100.0,Good
Mohammed Alamgir,T20I,2,7.625,25.5,7.82,28.67,107.5,Good
Mohammed Irshad,T20I,11,8.02,10.45,8.46,14.0,119.7,On Fire
Mohammed Jamadar,T20I,2,5.62,45.0,5.62,45.0,100.0,Good
Mohammed Qasim,T20I,15,6.005,15.665000000000001,6.21,16.13,103.2,Good
Mohammed Shami,IPL,18,10.085,47.21,8.64,26.02,70.4,Average
Mohammed Shami,ODI,14,5.93,24.07,5.58,22.63,94.1,Good
Mohammed Shami,T20I,3,8.82,16.67,8.98,27.0,131.9,On Fire
Mohammed Siraj,IPL,36,9.155000000000001,30.52,8.76,29.63,96.4,Good
Mohammed Siraj,ODI,5,4.77,44.165,5.05,24.01,80.1,Average
Mohammed Siraj,T20I,3,7.25,9.67,7.63,25.22,183.0,On Fire
Mohammed Siraj,Test,47,3.0250000000000004,26.48,3.47,29.15,112.4,On Fire
Mohit Sharma,T20I,3,4.55,8.33,4.55,8.33,100.0,Good
Mohsin Khan,IPL,11,8.14,20.73,8.41,24.13,109.9,Good
Mokbul Ahammed,T20I,0,6.0,24.0,6.0,24.0,100.0,Good
Momin Qamar,PSL,4,9.25,27.75,9.25,27.75,100.0,Good
Momina Riasat,ODI,6,4.46,19.33,4.46,19.33,100.0,Good
Momina Riasat,T20I,2,6.64,36.5,6.64,36.5,100.0,Good
Mominul Haque,Test,1,3.0,24.0,3.94,53.45,177.0,On Fire
Mosaddek Hossain,ODI,2,4.6,46.0,5.25,54.61,116.4,On Fire
Mounica Chowdary,T20I,0,7.14,44.0,7.14,44.0,100.0,Good
Mubasir Khan,PSL,1,9.64,53.0,8.93,64.0,106.7,Good
Muhammad Adil,T20I,3,8.71,20.33,8.71,20.33,100.0,Good
Muhammad Ajmal,T20I,7,7.725,17.57,6.29,18.86,94.4,Good
Muhammad Akram,T20I,0,11.38,91.0,11.38,91.0,100.0,Good
Muhammad Amir,T20I,15,6.43,13.100000000000001,6.81,14.0,106.4,Good
Muhammad Arfan,ODI,5,5.77,14.8,5.77,14.8,100.0,Good
Muhammad Arfan,T20I,17,6.35,16.43,6.48,15.12,97.0,Good
Muhammad Asim,T20I,23,8.690000000000001,47.455,7.13,21.88,64.1,Average
Muhammad Burhan,T20I,7,7.7,22.0,7.23,18.07,88.0,Good
Muhammad Fahad,T20I,12,7.5,55.225,7.36,22.08,69.1,Average
Muhammad Farooq,T20I,9,6.695,20.5,6.93,19.14,98.4,Good
Muhammad Ismail,PSL,10,11.04,19.5,11.04,19.5,100.0,Good
Muhammad Jabir,T20I,6,10.06,27.67,8.55,26.46,90.3,Good
Muhammad Jawadullah,ODI,14,5.35,28.79,5.91,32.24,111.2,On Fire
Muhammad Jawadullah,T20I,14,8.530000000000001,20.32,7.63,17.28,87.2,Good
Muhammad Moiz,T20I,12,9.46,16.42,8.35,14.8,89.2,Good
Muhammad Murad,T20I,0,12.49,77.0,7.97,21.46,45.8,Poor
Muhammad Nadeem,T20I,5,7.14,20.0,7.14,20.0,100.0,Good
Muhammad Nadir,T20I,49,4.605,11.59,4.98,14.27,115.6,On Fire
Muhammad Naeem,PSL,1,5.0,15.0,5.0,15.0,100.0,Good
Muhammad Rohid,ODI,2,5.0,75.0,5.0,75.0,100.0,Good
Muhammad Rohid,T20I,20,11.49,33.725,8.23,19.0,64.0,Average
Muhammad Salman,T20I,16,5.54,17.605,6.32,20.94,116.5,On Fire
Muhammad Saqlain,T20I,28,8.25,20.59,8.25,19.36,97.0,Good
Muhammad Shahdad,ODI,4,5.3149999999999995,40.5,5.64,47.25,111.4,On Fire
Muhammad Shahzad,PSL,1,12.29,43.0,12.29,43.0,100.0,Good
Muhammad Siddiqui,T20I,2,10.71,70.5,8.16,31.89,60.7,Average
Muhammad Soban,T20I,3,8.55,62.67,8.55,62.67,100.0,Good
Muhammad Usman,T20I,4,5.62,22.25,5.62,22.25,100.0,Good
Muhammad Wafiq,T20I,4,7.44,29.75,7.55,27.73,97.3,Good
Muhammad Zohaib,T20I,1,3.6,18.0,3.6,18.0,100.0,Good
Muhammed Imran,ODI,12,5.865,25.365000000000002,5.78,15.67,80.2,Average
Muhammed Imran,T20I,4,7.64,10.5,7.64,10.5,100.0,Good
Muhammet Bicer,T20I,3,10.54,24.0,9.83,25.67,100.1,Good
Mujeeb Ur Rahman,CPL,6,7.5,26.3,6.29,17.09,74.4,Average
Mujeeb Ur Rahman,IPL,1,14.0,28.0,8.34,29.52,82.5,Average
Mujeeb-ur-Rehman,T20I,15,7.609999999999999,23.29,7.09,25.18,100.6,Good
Mujibur Ali,ODI,3,5.275,64.33500000000001,5.25,60.67,96.9,Good
Mujibur Ali,T20I,0,11.0,11.0,11.0,11.0,100.0,Good
Mukesh Choudhary,IPL,10,10.36,49.335,9.56,29.65,76.2,Average
Mukesh Kumar,IPL,21,10.725000000000001,39.785,10.51,27.98,84.2,Average
Murat Yilmaz,T20I,6,11.355,47.5,9.77,30.67,75.3,Average
Murid Ekrami,T20I,11,7.209999999999999,17.335,7.1,22.05,112.8,On Fire
Musa Khan Ahmadzai,T20I,14,7.8,15.5,7.8,15.5,100.0,Good
Musaddiq Ahmed,T20I,0,17.14,20.0,7.77,30.75,99.5,Good
Musfirah Nur Ainaa,T20I,0,8.5,17.0,8.5,17.0,100.0,Good
Musheer Khan,IPL,1,13.5,27.0,13.5,27.0,100.0,Good
Muslim Yar,T20I,18,7.79,27.18,6.63,17.77,75.2,Average
Mustafa Atmaca,T20I,1,12.835,78.0,11.85,156.0,146.2,On Fire
Mustafa Balkis,T20I,0,12.4,8.0,12.0,16.0,148.4,On Fire
Mustafa Omer,T20I,0,9.33,28.0,9.33,28.0,100.0,Good
Mustafizur Rahman,IPL,4,7.91,21.75,8.09,24.99,108.6,Good
Mustafizur Rahman,ODI,23,5.1,30.759999999999998,5.18,25.37,92.0,Good
Mustafizur Rahman,PSL,7,7.11,17.43,7.14,22.18,113.8,On Fire
Mustafizur Rahman,T20I,29,7.145,23.555,7.26,18.65,90.4,Good
Mustakim Aslam,T20I,1,8.11,73.0,8.11,73.0,100.0,Good
Muzahir Raza,T20I,2,6.0,12.0,8.63,20.5,157.3,On Fire
Myat Thu Aung,T20I,2,5.0,2.5,9.33,9.33,279.9,On Fire
N Advani,T20I,0,11.0,22.0,7.5,60.0,170.5,On Fire
N Asuramanage,T20I,1,6.18,68.0,7.24,50.67,95.8,Good
N Benjamin,T20I,7,10.265,19.285,5.32,14.82,64.3,Average
N Bidaisee,CPL,7,7.19,21.57,7.83,26.86,116.7,On Fire
N Bidaisee,T20I,3,7.75,20.67,7.75,20.67,100.0,Good
N Boochatham,ODI,3,5.45,69.0,3.84,28.31,55.7,Poor
N Boochatham,T20I,8,5.61,16.0,4.47,10.65,73.1,Average
N Burger,IPL,14,10.08,31.43,9.64,27.86,92.1,Good
N Burger,ODI,17,6.43,26.24,6.12,26.14,97.4,Good
N Burger,T20I,5,6.8,30.6,8.06,39.83,124.3,On Fire
N Caruana,T20I,0,6.0,12.0,3.48,6.71,57.0,Poor
N Chabula,T20I,10,5.65,13.0,5.65,13.0,100.0,Good
N Davidovic,T20I,1,16.57,116.0,12.07,33.8,51.0,Poor
N De Bromhead,T20I,1,5.14,36.0,5.14,36.0,100.0,Good
N Edward,CPL,7,12.33,52.165,11.09,23.36,67.4,Average
N Gnanapragasam,T20I,0,12.0,24.0,8.0,32.0,100.0,Good
N Gwanzura,ODI,3,5.805,11.165,4.55,15.67,109.4,Good
N Gwanzura,T20I,14,7.045,28.655,6.4,16.79,74.7,Average
N Hirani,T20I,7,5.779999999999999,14.65,5.88,13.43,96.7,Good
N Ihmeling,T20I,0,5.5,11.0,5.5,11.0,100.0,Good
N Joshi,T20I,0,4.0,4.0,4.0,4.0,100.0,Good
N Kakor,T20I,6,6.2,22.3,6.76,25.17,111.0,On Fire
N Knights,T20I,1,4.0,8.0,4.0,8.0,100.0,Good
N Liyanage,T20I,1,2.0,2.0,6.0,6.0,300.0,On Fire
N Mabila,T20I,10,6.27,21.2,6.8,31.3,128.0,On Fire
N Mamba,T20I,4,7.11,30.5,7.11,30.5,100.0,Good
N Master,T20I,10,5.86,8.6,6.21,10.55,114.3,On Fire
N McAndrew,BBL,17,11.34,22.95,8.95,28.15,100.8,Good
N Mlaba,ODI,45,5.335,36.72,4.93,30.67,88.0,Good
N Mlaba,T20I,34,6.13,16.63,6.38,20.06,112.4,On Fire
N Mokoena,T20I,1,9.75,39.0,9.75,39.0,100.0,Good
N Navaika,T20I,25,5.8,16.259999999999998,5.35,12.16,83.5,Average
N Ndzeute,T20I,4,7.395,26.375,8.27,35.5,123.2,On Fire
N Nipiko,T20I,1,9.12,38.0,7.87,14.82,62.6,Average
N Nojic,T20I,11,5.960000000000001,17.04,4.9,10.5,71.9,Average
N Nuntarach,T20I,6,6.93,13.67,7.44,17.71,118.5,On Fire
N Peter,ODI,3,6.08,24.33,6.08,24.33,100.0,Good
N Peter,T20I,4,11.975,31.835,9.5,32.09,90.1,Good
N Rana,IPL,1,11.375,36.5,9.03,29.55,80.2,Average
N Robertson-Jack,T20I,5,7.2,14.4,6.51,11.12,83.8,Average
N Salekar,T20I,2,7.06,56.5,7.03,24.27,71.3,Average
N Senamontree,T20I,35,5.6,12.67,5.49,13.35,101.7,Good
N Shangase,ODI,9,6.0600000000000005,25.43,5.56,45.6,135.5,On Fire
N Shangase,T20I,1,7.25,29.0,7.14,13.53,72.6,Average
N Shree Charani,ODI,30,6.72,39.71,5.68,34.37,85.5,Good
N Shree Charani,T20I,48,7.244999999999999,15.0,7.11,14.42,97.1,Good
N Shree Charani,Test,0,3.88,66.0,3.88,66.0,100.0,Good
N Shree Charani,WPL,18,8.595,20.055,8.41,21.33,102.1,Good
N Sibanda,ODI,5,5.1850000000000005,97.25,4.77,45.44,69.4,Average
N Sibanda,T20I,7,7.98,49.96,5.75,18.84,54.9,Poor
N Sonne-Rudd,T20I,4,6.07,21.75,6.07,21.75,100.0,Good
N Tanner,T20I,22,7.57,20.375,7.5,17.5,92.5,Good
N Thushara,IPL,1,6.24,26.0,9.28,31.44,134.8,On Fire
N Thushara,T20I,11,12.135,32.045,8.16,22.88,69.3,Average
N Toleva,T20I,0,9.26,105.0,9.64,143.0,120.1,On Fire
N Tropolova,T20I,1,6.64,31.0,6.64,31.0,100.0,Good
N Tyagi,T20I,6,9.13,36.165,9.5,41.17,108.9,Good
N Vare,T20I,0,11.0,11.0,9.5,19.0,129.5,On Fire
N Venables,T20I,4,5.57,29.5,5.57,29.5,100.0,Good
N Vichara,T20I,0,9.23,20.0,9.23,20.0,100.0,Good
N Wadhera,IPL,0,10.8,9.0,7.76,22.0,158.1,On Fire
N Zimonjic,T20I,5,11.58,32.9,12.05,31.57,100.0,Good
N de Klerk,ODI,29,6.175000000000001,37.66,5.2,26.55,77.4,Average
N de Klerk,T20I,17,7.995,32.915,7.66,24.81,85.6,Good
N de Klerk,WPL,16,7.8,15.69,7.87,15.89,101.1,Good
NA Greenwood,T20I,5,7.78,28.0,6.02,16.25,67.7,Average
NA Karnik,T20I,10,12.92,27.835,9.8,25.55,83.8,Average
NA McSweeney,BBL,0,11.0,14.0,7.88,17.6,98.7,Good
NC Monteiro,T20I,33,4.17,7.635,4.43,9.98,118.5,On Fire
NG Smith,ODI,25,5.96,32.04,6.18,31.15,100.5,Good
NG Smith,T20I,3,9.4,15.67,9.4,15.67,100.0,Good
NG Smith,Test,29,2.845,18.700000000000003,4.04,23.22,133.1,On Fire
NGRP Jayasuriya,Test,28,3.065,41.105000000000004,3.19,31.65,90.5,Good
NH Berejo,T20I,8,5.32,11.75,4.7,10.83,90.3,Good
NH Patel,ODI,5,3.79,31.8,3.79,31.8,100.0,Good
NH Patel,T20I,14,5.53,15.0,5.53,15.0,100.0,Good
NIAF Paynter,T20I,2,3.6,7.5,3.6,7.5,100.0,Good
NJ Amongin,T20I,8,3.26,8.62,3.26,8.62,100.0,Good
NJ Carey,ODI,4,5.9,29.5,4.27,25.54,79.5,Average
NJ Carey,T20I,0,9.17,55.0,7.12,26.35,62.8,Average
NJ Carey,WPL,8,8.9,22.25,8.9,22.25,100.0,Good
NJ Maddinson,BBL,0,15.0,15.0,7.69,18.47,87.2,Good
NJ Pius,T20I,8,4.75,16.12,4.78,13.71,92.8,Good
NJ Qaeze,T20I,2,7.5,7.5,7.5,7.5,100.0,Good
NJM Salima,T20I,1,3.79,12.0,3.79,12.0,100.0,Good
NK Aneesh Kumar,T20I,11,7.220000000000001,25.46,6.53,23.84,92.0,Good
NK Ariani,T20I,39,4.515000000000001,9.84,4.53,9.49,98.4,Good
NK Crafton,T20I,0,2.0,2.0,2.0,2.0,100.0,Good
NK Yadav,ODI,13,5.46,26.575,5.5,26.15,99.6,Good
NK Yadav,T20I,25,8.085,19.435,7.8,16.28,90.1,Good
NKF Rada Rani,T20I,7,4.73,12.71,4.67,17.5,118.2,On Fire
NLKWR Dewi,T20I,20,5.87,11.129999999999999,4.21,8.83,75.5,Average
NM Lyon,Test,33,3.185,31.405,2.95,29.14,92.7,Good
NM Meepage,ODI,7,3.79,22.29,3.79,22.29,100.0,Good
NM Meepage,T20I,7,8.46,37.1,7.67,32.86,89.6,Good
NM Salonen,T20I,19,6.57,19.07,6.81,17.34,97.3,Good
NMP Suwandewi,T20I,18,4.720000000000001,13.775,3.78,11.58,82.1,Average
NN Banner,T20I,0,7.0,49.0,7.06,19.54,70.4,Average
NN Saidi,T20I,30,5.859999999999999,27.98,4.91,13.18,65.4,Average
NND de Silva,ODI,1,5.0,65.0,5.26,72.5,108.4,Good
NND de Silva,T20I,7,5.85,10.86,5.86,13.63,112.8,On Fire
NP Dalgaard,T20I,14,4.725,17.82,4.78,14.62,91.6,Good
NP Kenjige,ODI,11,3.8449999999999998,54.5,4.2,33.11,85.0,Average
NP Kenjige,T20I,3,5.775,19.75,7.52,25.18,128.9,On Fire
NR Kirton,ODI,0,8.1,30.5,5.04,34.0,86.8,Good
NR Kirton,T20I,3,6.0,8.0,10.78,24.25,241.4,On Fire
NR Sciver-Brunt,ODI,12,5.78,30.25,4.74,29.16,89.2,Good
NR Sciver-Brunt,T20I,1,10.4,52.0,7.22,30.8,64.3,Average
NR Sciver-Brunt,Test,0,1.93,29.0,2.79,66.5,186.9,On Fire
NR Sciver-Brunt,WPL,23,8.72,23.365000000000002,8.06,21.33,91.9,Good
NRJ Young,CPL,0,9.0,18.0,8.91,32.36,139.4,On Fire
NSS Sharma,T20I,10,8.19,19.1,8.19,19.1,100.0,Good
NSS Sharma,WPL,18,8.28,17.56,8.28,17.56,100.0,Good
NT Ellis,BBL,25,8.7,19.625,8.22,22.39,104.3,Good
NT Ellis,IPL,1,9.5,38.0,8.6,27.3,81.2,Average
NT Ellis,ODI,17,4.745,33.47,5.23,32.39,103.5,Good
NT Ellis,T20I,28,7.465,17.375,7.68,16.03,97.6,Good
NT Gireesh,T20I,0,11.16,80.0,9.32,26.4,58.3,Poor
NT Nyamhuri,ODI,2,4.904999999999999,28.0,4.71,38.5,116.8,On Fire
NT Nyamhuri,T20I,4,10.06,42.75,10.06,42.75,100.0,Good
NT Nyamhuri,Test,8,4.245,41.165,4.21,28.0,83.6,Average
NT Rajendran,T20I,13,6.055,14.27,6.1,14.54,101.3,Good
NW Sariani,T20I,24,4.11,8.58,3.57,7.18,85.3,Good
Nadeem Khan,ODI,9,4.76,15.33,4.76,15.33,100.0,Good
Nadeem Khan,T20I,12,6.815,55.875,5.89,18.25,59.5,Poor
Nahid Rana,ODI,28,4.645,29.535,4.62,18.77,81.5,Average
Nahid Rana,PSL,11,5.39,8.91,5.39,8.91,100.0,Good
Nahid Rana,T20I,8,9.925,20.585,9.19,18.38,90.9,Good
Nahid Rana,Test,18,4.529999999999999,40.644999999999996,4.53,36.84,95.3,Good
Nahida Akter,ODI,25,3.85,19.225,3.94,20.3,104.0,Good
Nahida Akter,T20I,22,6.58,15.05,5.96,15.14,95.6,Good
Naina Saju,T20I,13,5.369999999999999,12.16,5.24,12.15,98.7,Good
Najjam Shahzad,T20I,1,8.5,34.0,7.02,19.13,69.4,Average
Najwa Akram,T20I,2,9.785,56.0,9.6,56.0,99.1,Good
Naman Dhir,IPL,1,5.25,21.0,8.77,76.0,264.5,On Fire
Namgay Thinley,T20I,14,5.475,14.39,5.75,15.25,105.5,Good
Naseem Shah,CPL,13,8.530000000000001,21.66,8.07,25.55,106.3,Good
Naseem Shah,ODI,18,5.99,39.67,5.51,24.56,76.9,Average
Naseem Shah,PSL,11,9.465,41.665,8.17,29.07,78.0,Average
Naseem Shah,T20I,7,8.515,27.79,8.17,30.38,102.6,Good
Nashra Sandhu,ODI,35,4.640000000000001,23.665,4.46,26.0,103.0,Good
Nashra Sandhu,T20I,20,5.765000000000001,42.894999999999996,5.62,18.77,70.6,Average
Nasrulla Rana,T20I,22,7.470000000000001,19.585,7.98,21.43,108.1,Good
Nasum Ahmed,ODI,5,3.06,9.8,4.54,34.47,250.1,On Fire
Nasum Ahmed,T20I,11,7.165,27.75,7.56,25.41,98.5,Good
Natalia Pervaiz,ODI,0,9.665,16.0,6.86,48.0,185.5,On Fire
Natalia Pervaiz,T20I,3,9.0,9.5,7.32,18.5,138.0,On Fire
Natalie Clarke,T20I,1,6.42,24.0,6.4,48.0,149.8,On Fire
Nathan Ingleston,T20I,3,5.67,11.33,5.67,11.33,100.0,Good
Natim Hassam,T20I,4,6.875,24.25,6.93,24.25,100.4,Good
Nauman Ali,Test,34,3.6799999999999997,28.25,3.07,23.91,84.0,Average
Navdeep Saini,IPL,0,12.33,37.0,11.47,29.0,85.7,Good
Naveed Ahmed,T20I,1,9.5,19.0,7.1,21.64,94.3,Good
Naveena Shetty,T20I,0,6.0,12.0,6.0,12.0,100.0,Good
Nawed Al Balushi,T20I,6,10.6,17.67,10.6,17.67,100.0,Good
Nayab Razwan,T20I,7,5.465,22.5,5.88,14.57,86.2,Good
Nayeem Hasan,Test,12,3.09,26.08,3.07,28.8,104.9,Good
Nazmul Hossain Shanto,ODI,1,8.52,44.0,6.06,51.0,93.5,Good
Nazmul Huda,T20I,3,8.86,21.67,8.86,21.67,100.0,Good
Nazmus Sakib,T20I,9,5.28,10.56,5.28,10.56,100.0,Good
Neeraj Mishra,T20I,1,12.785,86.0,10.75,172.0,142.0,On Fire
Nikhil,T20I,1,8.67,26.0,8.67,26.0,100.0,Good
Nikhil Chaudhary,BBL,4,6.529999999999999,46.335,7.12,34.9,92.2,Good
Nikhil Chaudhary,CPL,0,7.5,15.0,7.5,15.0,100.0,Good
Nikhil Chaudhary,T20I,1,6.8,34.0,6.8,34.0,100.0,Good
Nikhil Deshmukh,T20I,1,5.5,22.0,5.5,22.0,100.0,Good
Nilansh Keswani,ODI,1,6.33,57.0,6.33,57.0,100.0,Good
Nilansh Keswani,T20I,1,8.09,31.0,6.65,25.91,82.9,Average
Nimish Lathief,T20I,3,11.985,29.5,8.1,30.9,86.2,Good
Nishita Akter Nishi,ODI,3,4.73,50.67,4.21,34.5,78.5,Average
Nitesh Hooda,T20I,6,4.4,7.33,4.4,7.33,100.0,Good
Nithish Kumar Reddy,IPL,13,9.879999999999999,23.82,10.55,33.94,124.6,On Fire
Nithish Kumar Reddy,ODI,0,7.17,53.0,6.99,106.0,148.7,On Fire
Nithish Kumar Reddy,Test,5,4.27,43.6,4.23,45.75,102.0,Good
Niv Nagavkar,T20I,5,8.98,43.4,7.97,37.09,87.1,Good
Nizakat Khan,T20I,0,6.0,6.0,5.88,16.08,183.0,On Fire
Noah Mead,T20I,6,6.635,19.375,7.83,25.2,124.0,On Fire
Noman Amjad,T20I,14,7.975,58.965,7.17,27.12,67.9,Average
Nonoha Yasumoto,T20I,17,4.955,9.84,4.46,11.97,105.8,Good
Noor Ahmad,IPL,38,8.219999999999999,23.785,8.13,24.11,100.1,Good
Nooruddin Mujadady,T20I,2,11.0,66.0,10.64,44.33,81.9,Average
Nur Alya Batrisyia,T20I,2,6.38,17.0,6.38,17.0,100.0,Good
Nur Arianna Natsya,T20I,11,6.0600000000000005,13.57,5.5,15.04,100.8,Good
Nur Dania Syuhada,T20I,36,4.755,15.3,5.09,16.46,107.3,Good
Nur Qalysha,T20I,6,6.11,18.17,6.11,18.17,100.0,Good
Nurin Imanina,T20I,5,5.86,8.6,5.86,8.6,100.0,Good
Nyeing Cham Soe,T20I,10,8.69,15.5,8.34,17.59,104.7,Good
O Amarjargal,T20I,7,5.785,22.085,6.32,24.11,109.2,Good
O Bastin,T20I,5,4.855,16.25,5.34,22.8,125.1,On Fire
O Bell,T20I,15,6.835,25.665,6.17,14.9,74.2,Average
O Casasola,T20I,2,6.5,19.5,6.75,27.0,121.2,On Fire
O Chare,ODI,1,6.4,64.0,5.44,38.5,72.6,Average
O Chare,T20I,0,9.0,9.0,9.0,9.0,100.0,Good
O Davidson,ODI,8,5.12,36.5,4.88,40.25,102.8,Good
O Davidson,T20I,6,7.39,22.17,7.39,22.17,100.0,Good
O Duff,T20I,5,13.0,23.8,9.58,28.29,96.3,Good
O Erdenebaatar,T20I,2,4.56,27.0,6.1,26.86,116.6,On Fire
O Isiyaku,T20I,12,6.39,13.75,6.39,13.75,100.0,Good
O Jones,ODI,0,5.09,56.0,5.09,56.0,100.0,Good
O Kamchomphu,ODI,13,3.9450000000000003,20.4,3.44,13.96,77.8,Average
O Kamchomphu,T20I,75,4.305,9.969999999999999,4.61,10.95,108.5,Good
O Kgeresi,T20I,5,4.29,9.0,4.02,9.83,101.5,Good
O Lefaga,T20I,20,4.21,8.7,4.21,8.7,100.0,Good
O Matsolo,T20I,11,4.55,6.82,6.45,17.56,199.6,On Fire
O Mondlane,T20I,14,3.8,11.219999999999999,4.0,11.62,104.4,Good
O Morgan,T20I,1,9.75,39.0,9.75,39.0,100.0,Good
O Omonkhobio,T20I,7,5.14,27.6,5.14,23.14,91.9,Good
O Patterson,BBL,4,8.51,19.665,9.1,22.0,109.4,Good
O Prendergast,ODI,16,5.195,43.49,4.95,35.5,88.5,Good
O Prendergast,T20I,29,5.715,18.55,5.75,17.19,96.6,Good
O Qudratov,T20I,3,12.32,13.0,12.32,13.0,100.0,Good
O Ranedoumoun,T20I,14,4.62,11.5,5.0,14.18,115.8,On Fire
O Sam Arthur,T20I,4,7.42,22.25,7.32,22.25,99.3,Good
O Shields,Test,5,4.16,35.2,4.16,35.2,100.0,Good
O Thomas,CPL,2,12.21,58.0,9.14,23.05,57.3,Poor
OC McCoy,CPL,15,9.33,25.805,8.71,23.79,92.8,Good
OC McCoy,T20I,0,9.25,37.0,8.75,22.85,78.2,Average
OE Robinson,Test,23,2.39,8.35,2.66,19.15,170.3,On Fire
OE Taylor,T20I,9,6.845,22.285,6.82,12.42,77.7,Average
OEG Baartman,ODI,2,7.06,60.0,5.26,27.62,60.3,Average
OEG Baartman,T20I,6,10.7,24.67,8.21,19.79,78.5,Average
OF Smith,CPL,2,12.510000000000002,97.0,9.98,27.93,54.3,Poor
OH Agbomadzie,T20I,6,4.81,12.83,5.51,15.28,116.8,On Fire
OJ Herrington,T20I,1,9.75,39.0,9.75,39.0,100.0,Good
OJR Groves,T20I,0,18.92,41.0,18.92,41.0,100.0,Good
OK Mohamed,T20I,0,12.0,6.0,12.0,6.0,100.0,Good
OS Dlamini,T20I,1,9.69,42.0,9.69,42.0,100.0,Good
OSB Tilley,T20I,4,10.12,20.25,10.12,20.25,100.0,Good
Owais Ahmed,T20I,11,6.605,31.025,6.64,27.67,94.9,Good
P Agboya,T20I,2,5.88,23.5,3.79,9.35,52.1,Poor
P Agrawal,T20I,2,4.2,21.0,4.53,10.46,78.8,Average
P Aho,T20I,8,7.734999999999999,39.6,6.16,15.88,59.9,Poor
P Bhandari,T20I,6,5.37,14.17,6.94,22.12,142.7,On Fire
P Chabuta,T20I,6,5.34,10.83,5.34,10.83,100.0,Good
P Chilongia,T20I,5,5.8,11.8,4.62,8.67,76.6,Average
P Cuinica,T20I,17,5.03,12.72,5.48,18.64,127.7,On Fire
P Dakainivanua,T20I,3,7.14,31.33,6.21,20.6,76.4,Average
P Donkaew,T20I,3,3.0,3.0,3.0,3.0,100.0,Good
P Dubey,IPL,1,10.0,20.0,8.54,55.5,181.4,On Fire
P Gheewala,T20I,2,8.56,38.5,7.96,28.38,83.4,Average
P Ghosh,T20I,0,9.0,9.0,9.0,9.0,100.0,Good
P Hatzoglou,BBL,2,8.06,72.5,7.8,28.65,68.1,Average
P Hatzoglou,PSL,1,8.5,34.0,8.5,34.0,100.0,Good
P Hingorani,T20I,2,8.5,8.5,8.77,19.0,163.4,On Fire
P Jayeshbhai Patel,T20I,1,5.5600000000000005,27.0,6.0,54.0,154.0,On Fire
P Jirapatananukul,T20I,4,5.86,10.25,5.86,10.25,100.0,Good
P Koech,T20I,9,8.36,30.7,7.26,18.34,73.3,Average
P Kurup,T20I,2,3.75,5.0,3.75,5.0,100.0,Good
P Madhukar,T20I,2,6.57,23.0,6.57,23.0,100.0,Good
P Malemikia,T20I,0,3.4,17.0,4.21,14.17,103.6,Good
P Mapotsane,T20I,14,4.09,7.275,5.92,12.29,156.8,On Fire
P Marange,ODI,5,5.0,28.0,4.34,29.0,95.2,Good
P Marange,T20I,3,8.2,36.5,4.62,15.32,49.2,Poor
P Maya,ODI,7,4.075,29.875,4.46,22.31,92.1,Good
P Maya,T20I,69,5.359999999999999,12.275,5.48,12.55,102.2,Good
P Maziya,T20I,32,5.26,13.915,5.12,12.03,91.9,Good
P Mishra,T20I,19,7.9350000000000005,18.705,7.46,22.82,108.0,Good
P Molkenboer,T20I,0,6.0,6.0,4.56,13.75,152.6,On Fire
P Nedeljkovic,T20I,6,8.84,22.33,7.78,26.7,103.8,Good
P Neighbour,T20I,2,9.025,38.0,9.24,57.0,126.2,On Fire
P Pratt,T20I,6,5.51,11.33,5.51,11.33,100.0,Good
P Pushparajan,T20I,10,7.265000000000001,25.0,7.28,25.0,100.1,Good
