striker,format,recent_runs,recent_avg,recent_sr,career_avg,career_sr,form_score,form_label
J Liyanage,T20I,153,44.25,117.94999999999999,22.62,103.43,154.8,On Fire
J Madan,T20I,28,28.0,133.33,28.0,133.33,100.0,Good
J Maguire,ODI,59,8.125,65.14,6.13,61.74,119.0,On Fire
J Maguire,T20I,46,11.5,146.21,11.14,104.0,121.9,On Fire
J Martins,T20I,220,21.945,122.725,20.0,119.57,106.2,Good
J Matharu,ODI,7,7.0,70.0,7.0,70.0,100.0,Good
J Mbabazi,T20I,793,24.83,95.245,17.41,80.02,130.8,On Fire
J Merlo,BBL,14,14.0,66.67,7.18,90.8,134.2,On Fire
J Miyaji,T20I,54,10.8,138.46,11.1,106.88,113.4,On Fire
J Moondra,T20I,3,3.0,100.0,3.0,100.0,100.0,Good
J Mosca,T20I,202,30.165,134.695,26.83,141.64,103.8,Good
J Neill,Test,145,36.25,59.92,36.25,59.92,100.0,Good
J Newland,T20I,37,18.5,92.5,18.5,92.5,100.0,Good
J Nkomo,ODI,128,64.0,73.56,40.17,69.35,132.7,On Fire
J Nkomo,T20I,130,21.665,94.27,19.24,90.07,108.6,Good
J Oldham,T20I,5,5.0,83.33,5.0,83.33,100.0,Good
J Overton,BBL,154,18.275,122.235,26.14,139.69,78.7,Average
J Overton,IPL,151,21.1,186.21499999999997,30.2,162.37,92.3,Good
J Overton,ODI,162,29.8,152.035,24.25,119.75,124.9,On Fire
J Overton,T20I,65,7.35,96.97,8.8,104.76,88.0,Good
J Overton,Test,9,4.5,42.86,35.33,67.52,38.1,Poor
J Perry,T20I,19,9.5,46.34,9.5,46.34,100.0,Good
J Pickering,T20I,39,9.835,62.18,9.75,66.1,97.5,Good
J Proctor,T20I,5,2.5,27.78,2.5,27.78,100.0,Good
J Pullen,T20I,2,1.0,13.33,1.0,13.33,100.0,Good
J Ramanandi,ODI,182,13.855,60.555,22.75,100.0,60.7,Average
J Ramanandi,T20I,86,7.375,67.44500000000001,8.6,88.66,80.9,Average
J Rasu,T20I,143,23.83,93.46,20.74,105.58,101.7,Good
J Rokoro,T20I,0,0.0,0.0,0.0,0.0,0.0,
J Sanele,T20I,55,9.17,80.88,7.92,69.59,116.0,On Fire
J Santhanam,T20I,27,13.5,108.0,13.5,108.0,100.0,Good
J Shields,T20I,13,6.5,35.14,6.5,35.14,100.0,Good
J Singye,T20I,39,7.8,70.91,15.86,73.94,72.5,Average
J Solomon,T20I,0,0.0,0.0,0.0,0.0,0.0,
J Souckova,T20I,22,5.5,42.31,5.5,42.31,100.0,Good
J Stanigze,T20I,69,17.25,118.97,17.25,118.97,100.0,Good
J Sumerauer,T20I,119,23.415,183.53,16.75,140.31,135.3,On Fire
J Taanyanda,T20I,165,82.5,147.32,82.5,147.32,100.0,Good
J Thomas,T20I,47,15.67,66.2,10.8,62.79,125.3,On Fire
J Tuffin,T20I,137,11.059999999999999,94.68,16.57,96.27,82.5,Average
J Tugsjargal,T20I,46,8.375,37.705,6.88,37.16,111.6,On Fire
J Umanath,T20I,0,0.0,0.0,0.0,0.0,0.0,
J Vijay,T20I,42,14.0,123.53,22.5,135.34,76.7,Average
J Wadia,BBL,52,6.915,123.235,7.43,136.84,91.6,Good
J Weatherald,BBL,16,8.0,80.0,26.86,131.24,45.4,Poor
J Weatherald,Test,201,24.18,70.62,22.33,69.79,104.7,Good
J Wilson,T20I,62,31.0,159.52499999999998,31.0,158.97,100.2,Good
J Yon,T20I,10,5.0,111.11,7.5,107.14,85.2,Good
J van Heerden,T20I,62,31.0,112.73,32.33,119.75,95.0,Good
JA Burns,T20I,60,20.0,122.45,38.71,138.97,69.9,Average
JA Burrows,T20I,1,1.0,16.67,2.5,78.12,30.7,Poor
JA Chohan,BBL,5,5.0,125.0,5.0,125.0,100.0,Good
JA Clarkson,ODI,20,6.67,64.52,7.4,67.27,93.0,Good
JA Clarkson,T20I,27,27.0,192.86,20.4,120.0,146.5,On Fire
JA Davies,BBL,137,24.0,141.445,17.18,156.2,115.1,On Fire
JA Davies,T20I,13,13.0,162.5,13.0,162.5,100.0,Good
JA Diergaardt,T20I,292,17.145,95.37,13.19,79.03,125.3,On Fire
JA Duffy,ODI,9,3.0,55.144999999999996,6.0,48.65,81.7,Average
JA Duffy,T20I,23,9.75,100.43,8.0,97.56,112.4,On Fire
JA Duffy,Test,78,19.5,75.0,19.5,75.0,100.0,Good
JA Fitzgerald,T20I,47,7.835,118.07,17.33,140.54,64.6,Average
JA Miranda,T20I,9,9.0,90.0,6.0,60.0,150.0,On Fire
JA Richardson,BBL,46,14.5,135.715,15.8,122.48,101.3,Good
JA Richardson,Test,7,7.0,63.64,6.25,100.0,87.8,Good
JA Rymer,T20I,12,5.75,36.519999999999996,33.33,64.52,36.9,Poor
JA Stiglitz,T20I,5,5.0,83.33,15.6,74.29,72.1,Average
JA Warrican,CPL,4,4.0,80.0,4.0,80.0,100.0,Good
JA Warrican,Test,115,12.5,63.81,12.86,55.9,105.7,Good
JAM Henri,T20I,11,3.67,100.0,8.8,115.79,64.0,Average
JAN Ngono,T20I,37,6.17,46.84,10.0,51.4,76.4,Average
JB Abega,T20I,35,7.0,74.47,3.82,52.42,162.7,On Fire
JB Richards,T20I,8,8.0,53.33,8.0,53.33,100.0,Good
JC Archer,IPL,127,11.635,131.08499999999998,13.58,144.89,88.1,Good
JC Archer,ODI,124,20.0,158.335,17.08,110.81,130.0,On Fire
JC Archer,T20I,72,12.0,147.91500000000002,11.73,150.0,100.5,Good
JC Archer,Test,138,14.425,43.53,10.1,49.66,115.2,On Fire
JC Balt,ODI,35,17.5,58.33,17.5,58.33,100.0,Good
JC Balt,T20I,40,40.0,137.93,15.0,91.3,208.9,On Fire
JC Bieni,T20I,36,9.0,59.02,9.0,59.02,100.0,Good
JC Buttler,IPL,1064,45.685,157.745,38.72,149.66,111.7,On Fire
JC Buttler,ODI,514,37.3,115.755,40.68,116.07,95.7,Good
JC Buttler,T20I,823,28.58,156.43,34.5,149.34,93.8,Good
JC Cullen,T20I,65,5.75,58.61,5.8,62.14,96.7,Good
JC Silk,BBL,159,22.835,97.985,31.55,124.63,75.5,Average
JC Tongue,ODI,0,0.0,0.0,0.0,0.0,0.0,
JC Tongue,Test,48,4.055,26.560000000000002,4.86,32.23,82.9,Average
JD Alembe,T20I,6,2.0,46.15,2.0,46.15,100.0,Good
JD Allan,T20I,13,13.0,108.33,9.69,87.57,128.9,On Fire
JD Bhatt,T20I,41,20.5,128.12,20.5,128.12,100.0,Good
JD Campbell,ODI,111,15.29,78.255,29.92,102.28,63.8,Average
JD Campbell,Test,550,52.625,49.535,26.75,50.22,147.7,On Fire
JD Unadkat,IPL,4,4.0,133.33,14.36,118.93,70.0,Average
JD Wildermuth,BBL,222,25.45,160.10500000000002,14.22,134.03,149.2,On Fire
JDA Richardson,T20I,31,10.33,70.45,7.75,64.58,121.2,On Fire
JDF Vandersay,ODI,20,10.0,58.769999999999996,12.0,49.81,100.7,Good
JDF Vandersay,T20I,15,7.5,75.0,11.67,87.5,75.0,Average
JDF Vandersay,Test,57,28.5,105.56,17.75,92.21,137.5,On Fire
JDS Neesham,PSL,9,4.5,112.5,12.0,129.73,62.1,Average
JDS Neesham,T20I,97,19.625,122.015,20.02,149.14,89.9,Good
JE Dunford,T20I,4,4.0,133.33,15.17,92.86,85.0,Average
JE Marks,T20I,63,21.0,103.28,21.0,103.28,100.0,Good
JE Ronalds,T20I,167,18.56,86.53,24.63,84.61,88.8,Good
JE Root,ODI,1182,152.585,92.555,51.19,87.42,202.0,On Fire
JE Root,Test,1142,49.225,58.365,50.05,57.53,99.9,Good
JEA Doctora,T20I,55,13.75,84.375,13.0,81.25,104.8,Good
JEK Rew,Test,39,19.5,43.33,19.5,43.33,100.0,Good
JF Bangura,T20I,4,4.0,40.0,4.0,40.0,100.0,Good
JF Smith,ODI,41,41.0,80.39,66.0,91.67,74.9,Average
JF Smith,T20I,66,33.0,148.885,36.0,133.33,101.7,Good
JG Bethell,BBL,160,26.67,129.03,21.67,125.0,113.1,On Fire
JG Bethell,IPL,163,23.605,148.235,18.11,140.52,117.9,On Fire
JG Bethell,ODI,543,38.0,94.13,35.5,91.73,104.8,Good
JG Bethell,T20I,613,26.104999999999997,146.725,30.23,150.86,91.8,Good
JG Bethell,Test,319,21.335,53.21,32.17,60.76,76.9,Average
JG Kimaro,T20I,69,7.67,58.47,7.67,58.47,100.0,Good
JH Davey,ODI,1,1.0,33.33,14.92,62.78,29.9,Poor
JI Rodrigues,ODI,832,34.26,106.1,32.15,90.07,112.2,On Fire
JI Rodrigues,T20I,557,28.445,133.01,27.72,117.87,107.7,Good
JI Rodrigues,Test,104,26.0,69.8,37.67,66.86,86.7,Good
JI Rodrigues,WPL,410,25.095,136.15,27.54,140.44,94.0,Good
JI de Villiers,ODI,20,6.67,40.82,4.67,43.75,118.1,On Fire
JI de Villiers,T20I,1,1.0,50.0,1.0,40.0,112.5,On Fire
JJ Bazley,BBL,9,9.0,128.57,14.26,129.62,81.2,Average
JJ Bumrah,IPL,7,3.5,50.0,8.33,87.21,49.7,Poor
JJ Bumrah,ODI,20,20.0,153.85,10.0,64.33,219.6,On Fire
JJ Bumrah,T20I,4,1.0,66.665,3.0,66.67,66.7,Average
JJ Bumrah,Test,38,4.75,31.15,7.25,41.28,70.5,Average
JJ Chicuele,T20I,9,9.0,60.0,9.0,60.0,100.0,Good
JJ Davidson,ODI,37,37.0,115.62,38.0,111.76,100.4,Good
JJ Davidson,T20I,4,4.0,66.67,7.0,70.0,76.2,Average
JJ Huo,T20I,392,43.665,165.39,31.2,138.98,129.5,On Fire
JJ Peirson,BBL,120,18.625,144.225,21.27,122.77,102.5,Good
JJ Roy,PSL,169,33.8,157.94,35.72,147.78,100.7,Good
JJ Smit,ODI,183,11.235,76.93,23.23,74.54,75.8,Average
JJ Smit,T20I,368,35.585,145.285,34.94,143.61,101.5,Good
JJS Sangha,BBL,143,17.875,117.09,27.56,118.71,81.7,Average
JKC Claxton,ODI,139,21.085,95.565,19.86,96.53,102.6,Good
JKC Claxton,T20I,104,6.5,42.275,11.56,83.87,53.3,Poor
JKD Andreano,T20I,33,1.835,41.16,3.73,44.44,70.9,Average
JL Aras,T20I,10,10.0,62.5,34.0,77.27,55.1,Poor
JL Curtis,BBL,1,1.0,50.0,1.0,50.0,100.0,Good
JL Jonassen,WPL,150,37.5,145.63,24.58,138.5,128.9,On Fire
JL Kovacic,T20I,38,12.67,122.58,12.67,122.58,100.0,Good
JL Smith,ODI,250,22.73,130.21,22.53,114.33,107.4,Good
JL Smith,T20I,130,26.0,194.03,26.0,194.03,100.0,Good
JL Smith,Test,750,35.019999999999996,71.075,38.53,73.74,93.6,Good
JL Tutty,T20I,19,9.5,73.705,10.33,72.09,97.1,Good
JM Bairstow,IPL,85,42.5,184.78,33.48,146.07,126.7,On Fire
JM Bird,BBL,3,3.0,37.5,9.0,85.71,38.5,Poor
JM Clarke,BBL,134,20.625,152.135,27.34,134.57,94.2,Good
JM Cox,T20I,71,35.5,133.96,22.0,131.34,131.7,On Fire
JM Cox,Test,52,26.0,52.0,26.0,52.0,100.0,Good
JM Iradukunda,T20I,41,8.2,107.89,7.0,102.44,111.2,On Fire
JM Joao,T20I,48,12.0,99.79499999999999,9.43,89.19,119.6,On Fire
JM Kerr,ODI,135,13.71,117.19,11.84,107.94,112.2,On Fire
JM Kerr,T20I,85,14.165,106.075,11.95,110.19,107.4,Good
JM Polarouthu,T20I,32,32.0,88.89,32.0,88.89,100.0,Good
JM Sharma,IPL,377,25.09,149.23,23.06,152.48,103.3,Good
JM Sharma,T20I,62,31.0,158.97,18.71,154.12,134.4,On Fire
JM Vince,BBL,64,32.0,118.52,30.89,131.83,96.7,Good
JM Vince,PSL,404,27.5,150.59,28.79,139.11,101.9,Good
JM Vujinovich,T20I,38,19.0,95.0,11.55,66.49,153.7,On Fire
JM Willathgamuwa,ODI,18,18.0,48.65,10.0,42.55,147.2,On Fire
JM Willathgamuwa,T20I,0,0.0,0.0,9.5,55.07,0.0,
JN Frylinck,ODI,609,43.085,71.475,29.14,73.38,122.6,On Fire
JN Frylinck,T20I,635,34.32,165.15,25.92,128.63,130.4,On Fire
JN Kalita,WPL,1,1.0,25.0,6.0,75.0,25.0,Poor
JN Loftie-Eaton,ODI,238,22.555,66.62,27.95,74.07,85.3,Good
JN Loftie-Eaton,T20I,382,23.445,140.065,20.18,137.35,109.1,Good
JN du Plooy,T20I,85,21.25,139.34,21.25,139.34,100.0,Good
JNT Seales,CPL,2,2.0,28.57,21.0,105.0,18.4,Poor
JNT Seales,ODI,48,12.0,68.475,8.75,61.4,124.3,On Fire
JNT Seales,T20I,0,0.0,0.0,4.0,100.0,0.0,
JNT Seales,Test,141,9.115,37.46,8.38,40.43,100.7,Good
JO Adedeji,T20I,80,26.67,89.89,22.0,86.37,112.7,On Fire
JO Holder,CPL,267,44.5,167.92,21.04,135.64,167.7,On Fire
JO Holder,IPL,65,13.0,125.0,12.46,123.19,102.9,Good
JO Holder,PSL,69,23.0,164.29,23.0,164.29,100.0,Good
JO Holder,T20I,418,28.875,167.175,18.94,142.4,134.9,On Fire
JP Behrendorff,BBL,25,12.5,113.89,10.09,104.72,116.3,On Fire
JP Cabrera,T20I,5,5.0,100.0,5.0,100.0,100.0,Good
JP Greaves,ODI,427,32.28,112.18,29.76,96.93,112.1,On Fire
JP Greaves,Test,723,41.28,52.025,32.07,52.16,114.2,On Fire
JP Inglis,BBL,87,18.835,130.95,28.59,139.16,80.0,Average
JP Inglis,IPL,544,40.5,174.29,36.27,173.25,106.1,Good
JP Inglis,ODI,448,45.125,100.83500000000001,30.28,100.83,124.5,On Fire
JP Inglis,T20I,322,21.14,159.99,27.05,158.4,89.6,Good
JP Inglis,Test,184,26.29,80.7,26.29,80.7,100.0,Good
JP Kaltapau,T20I,85,42.5,102.41,22.83,96.03,146.4,On Fire
JP Kotze,ODI,132,14.67,57.64,17.92,66.67,84.2,Average
JP Kotze,T20I,37,18.5,168.18,22.11,120.29,111.7,On Fire
JP Netto,T20I,85,17.0,121.43,17.0,121.43,100.0,Good
JP Wood,BBL,76,25.33,138.18,19.5,127.17,119.3,On Fire
JR Barry,T20I,54,18.0,60.0,25.0,68.63,79.7,Average
JR Cope,T20I,23,23.0,100.0,23.0,100.0,100.0,Good
JR Doran,BBL,15,15.0,166.67,11.4,91.94,156.4,On Fire
JR Hazlewood,IPL,0,0.0,0.0,19.0,63.33,0.0,
JR Hazlewood,ODI,4,4.0,80.0,16.88,81.33,61.0,Average
